year,transport_ev_sales_share_japan
2010,0.057999998331069946
2011,0.3100000023841858
2012,0.5299999713897705
2013,0.6299999952316284
2014,0.6899999976158142
2015,0.5799999833106995
2016,0.6000000238418579
2017,1.2000000476837158
2018,1.100000023841858
2019,0.8999999761581421
2020,0.7699999809265137
2021,1.2000000476837158
2022,2.799999952316284
2023,3.5
2024,2.799999952316284
2025,3
