year,safety_road_deaths_ecs
2000,15.0380173681323
2001,15.111362382658
2002,15.1338826369836
2003,15.0871459553847
2004,14.7120777744287
2005,14.5827612190745
2006,14.1924251470938
2007,14.4999488480938
2008,13.1056704442525
2009,11.3736056954884
2010,10.5971238957955
2011,10.8824471587904
2012,10.4948657734496
2013,10.0583746961568
2014,9.75803836424986
2015,9.24188906654043
2016,8.55293197464336
2017,8.11694962591184
2018,7.80210108133099
2019,7.4476128504112
