year,safety_road_deaths_ssf
2000,30.0038743474185
2001,29.595511534397
2002,29.8197667978489
2003,29.742671018927
2004,29.2784825643588
2005,28.8940062765127
2006,28.6737827252121
2007,27.873722217828
2008,27.497008807483
2009,27.6354436819458
2010,27.5358715808272
2011,26.9199508916381
2012,26.7435814838458
2013,26.4726064951716
2014,26.6950160814745
2015,26.8103212559884
2016,27.1184292027406
2017,27.0943397999171
2018,27.1332625753943
2019,27.4235787018764
