year,safety_road_deaths_mea
2000,17.9350034420879
2001,18.3538513650635
2002,18.9206447085532
2003,19.7936069581426
2004,19.8009984210685
2005,20.0703579980036
2006,19.8980885882155
2007,19.259768448471
2008,19.4297619924177
2009,19.2538548657307
2010,19.3529113000177
2011,18.6168325003071
2012,17.5194574584369
2013,17.1974909415585
2014,17.2963313329092
2015,17.2860592981668
2016,17.0222269421658
2017,16.7616424685872
2018,16.9889234570131
2019,16.9797857780299
